ability_identifier,language_identifier,name
pickup,en,Pickup
pickup,fr,Ramassage
pickup,it,Raccolta
pickup,de,Mitnahme
pickup,es,Recogida
pickup,ko,픽업
pickup,zh-simp,捡拾
pickup,zh-trad,撿拾
pixilate,jp-kana,フェアリースキン
pixilate,jp-kanji,フェアリースキン
pixilate,en,Pixilate
pixilate,fr,Peau Féérique
pixilate,it,Pellefolletto
pixilate,de,Feenschicht
pixilate,es,Piel Feérica
pixilate,ko,페어리스킨
pixilate,zh-simp,妖精皮肤
pixilate,zh-trad,妖精皮膚
plus,jp-kana,プラス
plus,jp-kanji,プラス
plus,en,Plus
plus,fr,Plus
plus,it,Più
plus,de,Plus
plus,es,Más
plus,ko,플러스
plus,zh-simp,正电
plus,zh-trad,正電
poison-heal,jp-kana,ポイズンヒール
poison-heal,jp-kanji,ポイズンヒール
poison-heal,en,Poison Heal
poison-heal,fr,Soin Poison
poison-heal,it,Velencura
poison-heal,de,Giftheilung
poison-heal,es,Antídoto
poison-heal,ko,포이즌힐
poison-heal,zh-simp,毒疗
poison-heal,zh-trad,毒療
poison-point,jp-kana,どくのトゲ
poison-point,jp-kanji,どくのトゲ
poison-point,en,Poison Point
poison-point,fr,Point Poison
poison-point,it,Velenopunte
poison-point,de,Giftdorn
poison-point,es,Punto Tóxico
poison-point,ko,독가시
poison-point,zh-simp,毒刺
poison-point,zh-trad,毒刺
poison-puppeteer,jp-kana,どくくぐつ
poison-puppeteer,jp-kanji,どくくぐつ
poison-puppeteer,en,Poison Puppeteer
poison-puppeteer,fr,Emprise Toxique
poison-puppeteer,it,Malia Tossica
poison-puppeteer,de,Giftpuppenspiel
poison-puppeteer,es,Títere Tóxico
poison-puppeteer,ko,독조종
poison-puppeteer,zh-simp,毒傀儡
poison-puppeteer,zh-trad,毒傀儡
poison-touch,jp-kana,どくしゅ
poison-touch,jp-kanji,どくしゅ
poison-touch,en,Poison Touch
poison-touch,fr,Toxitouche
poison-touch,it,Velentocco
poison-touch,de,Giftgriff
poison-touch,es,Toque Tóxico
poison-touch,ko,독수
poison-touch,zh-simp,毒手
poison-touch,zh-trad,毒手
power-construct,jp-kana,スワームチェンジ
power-construct,jp-kanji,スワームチェンジ
power-construct,en,Power Construct
power-construct,fr,Rassemblement
power-construct,it,Sciamefusione
power-construct,de,Scharwandel
power-construct,es,Agrupamiento
power-construct,ko,스웜체인지
power-construct,zh-simp,群聚变形
power-construct,zh-trad,群聚變形
power-of-alchemy,jp-kana,かがくのちから
power-of-alchemy,jp-kanji,かがくのちから
power-of-alchemy,en,Power of Alchemy
power-of-alchemy,fr,Osmose
power-of-alchemy,it,Forza Chimica
power-of-alchemy,de,Chemiekraft
power-of-alchemy,es,Reacción Química
power-of-alchemy,ko,화학의힘
power-of-alchemy,zh-simp,化学之力
power-of-alchemy,zh-trad,化學之力
power-spot,jp-kana,パワースポット
power-spot,jp-kanji,パワースポット
power-spot,en,Power Spot
power-spot,fr,Cercle d’Énergie
power-spot,it,Fonte Energetica
power-spot,de,Kraftquelle
power-spot,es,Fuente Energía
power-spot,ko,파워스폿
power-spot,zh-simp,能量点
power-spot,zh-trad,能量點
prankster,jp-kana,いたずらごころ
prankster,jp-kanji,いたずらごころ
prankster,en,Prankster
prankster,fr,Farceur
prankster,it,Burla
prankster,de,Strolch
prankster,es,Bromista
prankster,ko,짓궂은마음
prankster,zh-simp,恶作剧之心
prankster,zh-trad,惡作劇之心
pressure,jp-kana,プレッシャー
pressure,jp-kanji,プレッシャー
pressure,en,Pressure
pressure,fr,Pression
pressure,it,Pressione
pressure,de,Erzwinger
pressure,es,Presión
pressure,ko,프레셔
pressure,zh-simp,压迫感
pressure,zh-trad,壓迫感
primordial-sea,jp-kana,はじまりのうみ
primordial-sea,jp-kanji,はじまりのうみ
primordial-sea,en,Primordial Sea
primordial-sea,fr,Mer Primaire
primordial-sea,it,Mare Primordiale
primordial-sea,de,Urmeer
primordial-sea,es,Mar del Albor
primordial-sea,ko,시작의바다
primordial-sea,zh-simp,始源之海
primordial-sea,zh-trad,始源之海
prism-armor,jp-kana,プリズムアーマー
prism-armor,jp-kanji,プリズムアーマー
prism-armor,en,Prism Armor
prism-armor,fr,Prisme-Armure
prism-armor,it,Scudoprisma
prism-armor,de,Prismarüstung
prism-armor,es,Armadura Prisma
prism-armor,ko,프리즘아머
prism-armor,zh-simp,棱镜装甲
prism-armor,zh-trad,稜鏡裝甲
propeller-tail,jp-kana,スクリューおびれ
propeller-tail,jp-kanji,スクリューおびれ
propeller-tail,en,Propeller Tail
propeller-tail,fr,Propulseur
propeller-tail,it,Elicopinna
propeller-tail,de,Schraubflosse
propeller-tail,es,Hélice Caudal
propeller-tail,ko,스크루지느러미
propeller-tail,zh-simp,螺旋尾鳍
propeller-tail,zh-trad,螺旋尾鰭
protean,jp-kana,へんげんじざい
protean,jp-kanji,へんげんじざい
protean,en,Protean
protean,fr,Protéen
protean,it,Mutatipo
protean,de,Wandlungskunst
protean,es,Mutatipo
protean,ko,변환자재
protean,zh-simp,变幻自如
protean,zh-trad,變幻自如
protosynthesis,jp-kana,こだいかっせい
protosynthesis,jp-kanji,こだいかっせい
protosynthesis,en,Protosynthesis
protosynthesis,fr,Paléosynthèse
protosynthesis,it,Paleoattivazione
protosynthesis,de,Paläosynthese
protosynthesis,es,Paleosíntesis
protosynthesis,ko,고대활성
protosynthesis,zh-simp,古代活性
protosynthesis,zh-trad,古代活性
psychic-surge,jp-kana,サイコメイカー
psychic-surge,jp-kanji,サイコメイカー
psychic-surge,en,Psychic Surge
psychic-surge,fr,Créa-Psy
psychic-surge,it,Psicogenesi
psychic-surge,de,Psycho-Erzeuger
psychic-surge,es,Psicogénesis
psychic-surge,ko,사이코메이커
psychic-surge,zh-simp,精神制造者
psychic-surge,zh-trad,精神製造者
punk-rock,jp-kana,パンクロック
punk-rock,jp-kanji,パンクロック
punk-rock,en,Punk Rock
punk-rock,fr,Punk Rock
punk-rock,it,Punk Rock
punk-rock,de,Punk Rock
punk-rock,es,Punk Rock
punk-rock,ko,펑크록
punk-rock,zh-simp,庞克摇滚
punk-rock,zh-trad,龐克搖滾
pure-power,jp-kana,ヨガパワー
pure-power,jp-kanji,ヨガパワー
pure-power,en,Pure Power
pure-power,fr,Force Pure
pure-power,it,Forzapura
pure-power,de,Mentalkraft
pure-power,es,Energía Pura
pure-power,ko,순수한힘
pure-power,zh-simp,瑜伽之力
pure-power,zh-trad,瑜伽之力
purifying-salt,jp-kana,きよめのしお
purifying-salt,jp-kanji,きよめのしお
purifying-salt,en,Purifying Salt
purifying-salt,fr,Sel Purificateur
purifying-salt,it,Sale Purificante
purifying-salt,de,Läutersalz
purifying-salt,es,Sal Purificadora
purifying-salt,ko,정화의소금
purifying-salt,zh-simp,洁净之盐
purifying-salt,zh-trad,潔淨之鹽
quark-drive,jp-kana,クォークチャージ
quark-drive,jp-kanji,クォークチャージ
quark-drive,en,Quark Drive
quark-drive,fr,Charge Quantique
quark-drive,it,Carica Quark
quark-drive,de,Quantenantrieb
quark-drive,es,Carga Cuark
quark-drive,ko,쿼크차지
quark-drive,zh-simp,夸克充能
quark-drive,zh-trad,夸克充能
queenly-majesty,jp-kana,じょおうのいげん
queenly-majesty,jp-kanji,じょおうのいげん
queenly-majesty,en,Queenly Majesty
queenly-majesty,fr,Prestance Royale
queenly-majesty,it,Regalità
queenly-majesty,de,Majestät
queenly-majesty,es,Regia Presencia
queenly-majesty,ko,여왕의위엄
queenly-majesty,zh-simp,女王的威严
queenly-majesty,zh-trad,女王的威嚴
quick-draw,jp-kana,クイックドロウ
quick-draw,jp-kanji,クイックドロウ
quick-draw,en,Quick Draw
quick-draw,fr,Tir Vif
quick-draw,it,Colpolesto
quick-draw,de,Schnellschuss
quick-draw,es,Mano Rápida
quick-draw,ko,퀵드로
quick-draw,zh-simp,速击
quick-draw,zh-trad,速擊
quick-feet,jp-kana,はやあし
quick-feet,jp-kanji,はやあし
quick-feet,en,Quick Feet
quick-feet,fr,Pied Véloce
quick-feet,it,Piedisvelti
quick-feet,de,Rasanz
quick-feet,es,Pies Rápidos
quick-feet,ko,속보
quick-feet,zh-simp,飞毛腿
quick-feet,zh-trad,飛毛腿
rain-dish,jp-kana,あめうけざら
rain-dish,jp-kanji,あめうけざら
rain-dish,en,Rain Dish
rain-dish,fr,Cuvette
rain-dish,it,Copripioggia
rain-dish,de,Regengenuss
rain-dish,es,Cura Lluvia
rain-dish,ko,젖은접시
rain-dish,zh-simp,雨盘
rain-dish,zh-trad,雨盤
rattled,jp-kana,びびり
rattled,jp-kanji,びびり
rattled,en,Rattled
rattled,fr,Phobique
rattled,it,Paura
rattled,de,Hasenfuß
rattled,es,Cobardía
rattled,ko,주눅
rattled,zh-simp,胆怯
rattled,zh-trad,膽怯
receiver,jp-kana,レシーバー
receiver,jp-kanji,レシーバー
receiver,en,Receiver
receiver,fr,Receveur
receiver,it,Ricezione
receiver,de,Receiver
receiver,es,Receptor
receiver,ko,리시버
receiver,zh-simp,接球手
receiver,zh-trad,接球手
reckless,jp-kana,すてみ
reckless,jp-kanji,すてみ
reckless,en,Reckless
reckless,fr,Téméraire
reckless,it,Temerarietà
reckless,de,Achtlos
reckless,es,Audaz
reckless,ko,이판사판
reckless,zh-simp,舍身
reckless,zh-trad,捨身
refrigerate,jp-kana,フリーズスキン
refrigerate,jp-kanji,フリーズスキン
refrigerate,en,Refrigerate
refrigerate,fr,Peau Gelée
refrigerate,it,Pellegelo
refrigerate,de,Frostschicht
refrigerate,es,Piel Helada
refrigerate,ko,프리즈스킨
refrigerate,zh-simp,冰冻皮肤
refrigerate,zh-trad,冰凍皮膚
regenerator,jp-kana,さいせいりょく
regenerator,jp-kanji,さいせいりょく
regenerator,en,Regenerator
regenerator,fr,Régé-Force
regenerator,it,Rigenergia
regenerator,de,Belebekraft
regenerator,es,Regeneración
regenerator,ko,재생력
regenerator,zh-simp,再生力
regenerator,zh-trad,再生力
ripen,jp-kana,じゅくせい
ripen,jp-kanji,じゅくせい
ripen,en,Ripen
ripen,fr,Mûrissement
ripen,it,Maturazione
ripen,de,Heranreifen
ripen,es,Maduración
ripen,ko,숙성
ripen,zh-simp,熟成
ripen,zh-trad,熟成
rivalry,jp-kana,とうそうしん
rivalry,jp-kanji,とうそうしん
rivalry,en,Rivalry
rivalry,fr,Rivalité
rivalry,it,Antagonismo
rivalry,de,Rivalität
rivalry,es,Rivalidad
rivalry,ko,투쟁심
rivalry,zh-simp,斗争心
rivalry,zh-trad,鬥爭心
rks-system,jp-kana,ＡＲシステム
rks-system,jp-kanji,ＡＲシステム
rks-system,en,RKS System
rks-system,fr,Système Alpha
rks-system,it,Sistema Primevo
rks-system,de,Alpha-System
rks-system,es,Sistema Alfa
rks-system,ko,AR시스템
rks-system,zh-simp,ＡＲ系统
rks-system,zh-trad,ＡＲ系統
rock-head,jp-kana,いしあたま
rock-head,jp-kanji,いしあたま
rock-head,en,Rock Head
rock-head,fr,Tête de Roc
rock-head,it,Testadura
rock-head,de,Steinhaupt
rock-head,es,Cabeza Roca
rock-head,ko,돌머리
rock-head,zh-simp,坚硬脑袋
rock-head,zh-trad,堅硬腦袋
rocky-payload,jp-kana,いわはこび
rocky-payload,jp-kanji,いわはこび
rocky-payload,en,Rocky Payload
rocky-payload,fr,Porte-Roche
rocky-payload,it,Portamassi
rocky-payload,de,Steinträger
rocky-payload,es,Transportarrocas
rocky-payload,ko,바위나르기
rocky-payload,zh-simp,搬岩
rocky-payload,zh-trad,搬岩
rough-skin,jp-kana,さめはだ
rough-skin,jp-kanji,さめはだ
rough-skin,en,Rough Skin
rough-skin,fr,Peau Dure
rough-skin,it,Cartavetro
rough-skin,de,Rauhaut
rough-skin,es,Piel Tosca
rough-skin,ko,까칠한피부
rough-skin,zh-simp,粗糙皮肤
rough-skin,zh-trad,粗糙皮膚
run-away,jp-kana,にげあし
run-away,jp-kanji,にげあし
run-away,en,Run Away
run-away,fr,Fuite
run-away,it,Fugafacile
run-away,de,Angsthase
run-away,es,Fuga
run-away,ko,도주
run-away,zh-simp,逃跑
run-away,zh-trad,逃跑
sand-force,jp-kana,すなのちから
sand-force,jp-kanji,すなのちから
sand-force,en,Sand Force
sand-force,fr,Force Sable
sand-force,it,Silicoforza
sand-force,de,Sandgewalt
sand-force,es,Poder Arena
sand-force,ko,모래의힘
sand-force,zh-simp,沙之力
sand-force,zh-trad,沙之力
sand-rush,jp-kana,すなかき
sand-rush,jp-kanji,すなかき
sand-rush,en,Sand Rush
sand-rush,fr,Baigne Sable
sand-rush,it,Remasabbia
sand-rush,de,Sandscharrer
sand-rush,es,Ímpetu Arena
sand-rush,ko,모래헤치기
sand-rush,zh-simp,拨沙
sand-rush,zh-trad,撥沙
sand-spit,jp-kana,すなはき
sand-spit,jp-kanji,すなはき
sand-spit,en,Sand Spit
sand-spit,fr,Expul’Sable
sand-spit,it,Sputasabbia
sand-spit,de,Sandspeier
sand-spit,es,Expulsarena
sand-spit,ko,모래뿜기
sand-spit,zh-simp,吐沙
sand-spit,zh-trad,吐沙
sand-stream,jp-kana,すなおこし
sand-stream,jp-kanji,すなおこし
sand-stream,en,Sand Stream
sand-stream,fr,Sable Volant
sand-stream,it,Sabbiafiume
sand-stream,de,Sandsturm
sand-stream,es,Chorro Arena
sand-stream,ko,모래날림
sand-stream,zh-simp,扬沙
sand-stream,zh-trad,揚沙
sand-veil,jp-kana,すながくれ
sand-veil,jp-kanji,すながくれ
sand-veil,en,Sand Veil
sand-veil,fr,Voile Sable
sand-veil,it,Sabbiavelo
sand-veil,de,Sandschleier
sand-veil,es,Velo Arena
sand-veil,ko,모래숨기
sand-veil,zh-simp,沙隐
sand-veil,zh-trad,沙隱
sap-sipper,jp-kana,そうしょく
sap-sipper,jp-kanji,そうしょく
sap-sipper,en,Sap Sipper
sap-sipper,fr,Herbivore
sap-sipper,it,Mangiaerba
sap-sipper,de,Vegetarier
sap-sipper,es,Herbívoro
sap-sipper,ko,초식
sap-sipper,zh-simp,食草
sap-sipper,zh-trad,食草
schooling,jp-kana,ぎょぐん
schooling,jp-kanji,ぎょぐん
schooling,en,Schooling
schooling,fr,Banc
schooling,it,Banco
schooling,de,Fischschwarm
schooling,es,Banco
schooling,ko,어군
schooling,zh-simp,鱼群
schooling,zh-trad,魚群
scrappy,jp-kana,きもったま
scrappy,jp-kanji,きもったま
scrappy,en,Scrappy
scrappy,fr,Querelleur
scrappy,it,Nervisaldi
scrappy,de,Rauflust
scrappy,es,Intrépido
scrappy,ko,배짱
scrappy,zh-simp,胆量
scrappy,zh-trad,膽量
screen-cleaner,jp-kana,バリアフリー
screen-cleaner,jp-kanji,バリアフリー
screen-cleaner,en,Screen Cleaner
screen-cleaner,fr,Brise-Barrière
screen-cleaner,it,Annullabarriere
screen-cleaner,de,Hemmungslos
screen-cleaner,es,Antibarrera
screen-cleaner,ko,배리어프리
screen-cleaner,zh-simp,除障
screen-cleaner,zh-trad,除障
seed-sower,jp-kana,こぼれダネ
seed-sower,jp-kanji,こぼれダネ
seed-sower,en,Seed Sower
seed-sower,fr,Semencier
seed-sower,it,Spargisemi
seed-sower,de,Streusaat
seed-sower,es,Disemillar
seed-sower,ko,넘치는씨
seed-sower,zh-simp,掉出种子
seed-sower,zh-trad,掉出種子
serene-grace,jp-kana,てんのめぐみ
serene-grace,jp-kanji,てんのめぐみ
serene-grace,en,Serene Grace
serene-grace,fr,Sérénité
serene-grace,it,Leggiadro
serene-grace,de,Edelmut
serene-grace,es,Dicha
serene-grace,ko,하늘의은총
serene-grace,zh-simp,天恩
serene-grace,zh-trad,天恩
shadow-shield,jp-kana,ファントムガード
shadow-shield,jp-kanji,ファントムガード
shadow-shield,en,Shadow Shield
shadow-shield,fr,Spectro-Bouclier
shadow-shield,it,Spettroguardia
shadow-shield,de,Phantomschutz
shadow-shield,es,Guardia Espectro
shadow-shield,ko,스펙터가드
shadow-shield,zh-simp,幻影防守
shadow-shield,zh-trad,幻影防守
shadow-tag,jp-kana,かげふみ
shadow-tag,jp-kanji,かげふみ
shadow-tag,en,Shadow Tag
shadow-tag,fr,Marque Ombre
shadow-tag,it,Pedinombra
shadow-tag,de,Wegsperre
shadow-tag,es,Sombra Trampa
shadow-tag,ko,그림자밟기
shadow-tag,zh-simp,踩影
shadow-tag,zh-trad,踩影
sharpness,jp-kana,きれあじ
sharpness,jp-kanji,きれあじ
sharpness,en,Sharpness
sharpness,fr,Incisif
sharpness,it,Affilama
sharpness,de,Scharfkantig
sharpness,es,Cortante
sharpness,ko,예리함
sharpness,zh-simp,锋锐
sharpness,zh-trad,鋒銳
shed-skin,jp-kana,だっぴ
shed-skin,jp-kanji,だっぴ
shed-skin,en,Shed Skin
shed-skin,fr,Mue
shed-skin,it,Muta
shed-skin,de,Expidermis
shed-skin,es,Mudar
shed-skin,ko,탈피
shed-skin,zh-simp,蜕皮
shed-skin,zh-trad,蛻皮
sheer-force,jp-kana,ちからずく
sheer-force,jp-kanji,ちからずく
sheer-force,en,Sheer Force
sheer-force,fr,Sans Limite
sheer-force,it,Forzabruta
sheer-force,de,Rohe Gewalt
sheer-force,es,Potencia Bruta
sheer-force,ko,우격다짐
sheer-force,zh-simp,强行
sheer-force,zh-trad,強行
shell-armor,jp-kana,シェルアーマー
shell-armor,jp-kanji,シェルアーマー
shell-armor,en,Shell Armor
shell-armor,fr,Coque Armure
shell-armor,it,Guscioscudo
shell-armor,de,Panzerhaut
shell-armor,es,Caparazón
shell-armor,ko,조가비갑옷
shell-armor,zh-simp,硬壳盔甲
shell-armor,zh-trad,硬殼盔甲
shield-dust,jp-kana,りんぷん
shield-dust,jp-kanji,りんぷん
shield-dust,en,Shield Dust
shield-dust,fr,Écran Poudre
shield-dust,it,Polvoscudo
shield-dust,de,Puderabwehr
shield-dust,es,Polvo Escudo
shield-dust,ko,인분
shield-dust,zh-simp,鳞粉
shield-dust,zh-trad,鱗粉
shields-down,jp-kana,リミットシールド
shields-down,jp-kanji,リミットシールド
shields-down,en,Shields Down
shields-down,fr,Bouclier-Carcan
shields-down,it,Scudosoglia
shields-down,de,Limitschild
shields-down,es,Escudo Limitado
shields-down,ko,리밋실드
shields-down,zh-simp,界限盾壳
shields-down,zh-trad,界限盾殼
simple,jp-kana,たんじゅん
simple,jp-kanji,たんじゅん
simple,en,Simple
simple,fr,Simple
simple,it,Disinvoltura
simple,de,Wankelmut
simple,es,Simple
simple,ko,단순
simple,zh-simp,单纯
simple,zh-trad,單純
skill-link,jp-kana,スキルリンク
skill-link,jp-kanji,スキルリンク
skill-link,en,Skill Link
skill-link,fr,Multi-Coups
skill-link,it,Abillegame
skill-link,de,Wertelink
skill-link,es,Encadenado
skill-link,ko,스킬링크
skill-link,zh-simp,连续攻击
skill-link,zh-trad,連續攻擊
slow-start,jp-kana,スロースタート
slow-start,jp-kanji,スロースタート
slow-start,en,Slow Start
slow-start,fr,Début Calme
slow-start,it,Lentoinizio
slow-start,de,Saumselig
slow-start,es,Inicio Lento
slow-start,ko,슬로스타트
slow-start,zh-simp,慢启动
slow-start,zh-trad,慢啟動
slush-rush,jp-kana,ゆきかき
slush-rush,jp-kanji,ゆきかき
slush-rush,en,Slush Rush
slush-rush,fr,Chasse-Neige
slush-rush,it,Spalaneve
slush-rush,de,Schneescharrer
slush-rush,es,Quitanieves
slush-rush,ko,눈치우기
slush-rush,zh-simp,拨雪
slush-rush,zh-trad,撥雪
sniper,jp-kana,スナイパー
sniper,jp-kanji,スナイパー
sniper,en,Sniper
sniper,fr,Sniper
sniper,it,Cecchino
sniper,de,Superschütze
sniper,es,Francotirador
sniper,ko,스나이퍼
sniper,zh-simp,狙击手
sniper,zh-trad,狙擊手
snow-cloak,jp-kana,ゆきがくれ
snow-cloak,jp-kanji,ゆきがくれ
snow-cloak,en,Snow Cloak
snow-cloak,fr,Rideau Neige
snow-cloak,it,Mantelneve
snow-cloak,de,Schneemantel
snow-cloak,es,Manto Níveo
snow-cloak,ko,눈숨기
snow-cloak,zh-simp,雪隐
snow-cloak,zh-trad,雪隱
snow-warning,jp-kana,ゆきふらし
snow-warning,jp-kanji,ゆきふらし
snow-warning,en,Snow Warning
snow-warning,fr,Alerte Neige
snow-warning,it,Scendineve
snow-warning,de,Schneeschauer
snow-warning,es,Nevada
snow-warning,ko,눈퍼뜨리기
snow-warning,zh-simp,降雪
snow-warning,zh-trad,降雪
solar-power,jp-kana,サンパワー
solar-power,jp-kanji,サンパワー
solar-power,en,Solar Power
solar-power,fr,Force Soleil
solar-power,it,Solarpotere
solar-power,de,Solarkraft
solar-power,es,Poder Solar
solar-power,ko,선파워
solar-power,zh-simp,太阳之力
solar-power,zh-trad,太陽之力
solid-rock,jp-kana,ハードロック
solid-rock,jp-kanji,ハードロック
solid-rock,en,Solid Rock
solid-rock,fr,Solide Roc
solid-rock,it,Solidroccia
solid-rock,de,Felskern
solid-rock,es,Roca Sólida
solid-rock,ko,하드록
solid-rock,zh-simp,坚硬岩石
solid-rock,zh-trad,堅硬岩石
soul-heart,jp-kana,ソウルハート
soul-heart,jp-kanji,ソウルハート
soul-heart,en,Soul-Heart
soul-heart,fr,Animacœur
soul-heart,it,Cuoreanima
soul-heart,de,Seelenherz
soul-heart,es,Coránima
soul-heart,ko,소울하트
soul-heart,zh-simp,魂心
soul-heart,zh-trad,魂心
soundproof,jp-kana,ぼうおん
soundproof,jp-kanji,ぼうおん
soundproof,en,Soundproof
soundproof,fr,Anti-Bruit
soundproof,it,Antisuono
soundproof,de,Lärmschutz
soundproof,es,Insonorizar
soundproof,ko,방음
soundproof,zh-simp,隔音
soundproof,zh-trad,隔音
speed-boost,jp-kana,かそく
speed-boost,jp-kanji,かそく
speed-boost,en,Speed Boost
speed-boost,fr,Turbo
speed-boost,it,Acceleratore
speed-boost,de,Temposchub
speed-boost,es,Impulso
speed-boost,ko,가속
speed-boost,zh-simp,加速
speed-boost,zh-trad,加速
stakeout,jp-kana,はりこみ
stakeout,jp-kanji,はりこみ
stakeout,en,Stakeout
stakeout,fr,Filature
stakeout,it,Sorveglianza
stakeout,de,Beschattung
stakeout,es,Vigilante
stakeout,ko,잠복
stakeout,zh-simp,蹲守
stakeout,zh-trad,監視
stall,jp-kana,あとだし
stall,jp-kanji,あとだし
stall,en,Stall
stall,fr,Frein
stall,it,Rallentatore
stall,de,Zeitspiel
stall,es,Rezagado
stall,ko,시간벌기
stall,zh-simp,慢出
stall,zh-trad,慢出
stalwart,jp-kana,すじがねいり
stalwart,jp-kanji,すじがねいり
stalwart,en,Stalwart
stalwart,fr,Nerfs d’Acier
stalwart,it,Volontà di Ferro
stalwart,de,Stahlrückgrat
stalwart,es,Acérrimo
stalwart,ko,굳건한신념
stalwart,zh-simp,坚毅
stalwart,zh-trad,堅毅
stamina,jp-kana,じきゅうりょく
stamina,jp-kanji,じきゅうりょく
stamina,en,Stamina
stamina,fr,Endurance
stamina,it,Sopportazione
stamina,de,Zähigkeit
stamina,es,Firmeza
stamina,ko,지구력
stamina,zh-simp,持久力
stamina,zh-trad,持久力
stance-change,jp-kana,バトルスイッチ
stance-change,jp-kanji,バトルスイッチ
stance-change,en,Stance Change
stance-change,fr,Déclic Tactique
stance-change,it,Accendilotta
stance-change,de,Taktikwechsel
stance-change,es,Cambio Táctico
stance-change,ko,배틀스위치
stance-change,zh-simp,战斗切换
stance-change,zh-trad,戰鬥切換
static,jp-kana,せいでんき
static,jp-kanji,せいでんき
static,en,Static
static,fr,Statik
static,it,Statico
static,de,Statik
static,es,Elec. Estática
static,ko,정전기
static,zh-simp,静电
static,zh-trad,靜電
steadfast,jp-kana,ふくつのこころ
steadfast,jp-kanji,ふくつのこころ
steadfast,en,Steadfast
steadfast,fr,Impassible
steadfast,it,Cuordeciso
steadfast,de,Felsenfest
steadfast,es,Impasible
steadfast,ko,불굴의마음
steadfast,zh-simp,不屈之心
steadfast,zh-trad,不屈之心
steam-engine,jp-kana,じょうききかん
steam-engine,jp-kanji,じょうききかん
steam-engine,en,Steam Engine
steam-engine,fr,Turbine
steam-engine,it,Vapormacchina
steam-engine,de,Dampfantrieb
steam-engine,es,Combustible
steam-engine,ko,증기기관
steam-engine,zh-simp,蒸汽机
steam-engine,zh-trad,蒸汽機
steelworker,jp-kana,はがねつかい
steelworker,jp-kanji,はがねつかい
steelworker,en,Steelworker
steelworker,fr,Expert Acier
steelworker,it,Tempracciaio
steelworker,de,Stahlprofi
steelworker,es,Acero Templado
steelworker,ko,강철술사
steelworker,zh-simp,钢能力者
steelworker,zh-trad,鋼能力者
steely-spirit,jp-kana,はがねのせいしん
steely-spirit,jp-kanji,はがねのせいしん
steely-spirit,en,Steely Spirit
steely-spirit,fr,Boost Acier
steely-spirit,it,Spiritoferreo
steely-spirit,de,Stählerner Wille
steely-spirit,es,Alma Acerada
steely-spirit,ko,강철정신
steely-spirit,zh-simp,钢之意志
steely-spirit,zh-trad,鋼之意志
stench,jp-kana,あくしゅう
stench,jp-kanji,あくしゅう
stench,en,Stench
stench,fr,Puanteur
stench,it,Tanfo
stench,de,Duftnote
stench,es,Hedor
stench,ko,악취
stench,zh-simp,恶臭
stench,zh-trad,惡臭
sticky-hold,jp-kana,ねんちゃく
sticky-hold,jp-kanji,ねんちゃく
sticky-hold,en,Sticky Hold
sticky-hold,fr,Glu
sticky-hold,it,Antifurto
sticky-hold,de,Klebekörper
sticky-hold,es,Viscosidad
sticky-hold,ko,점착
sticky-hold,zh-simp,黏着
sticky-hold,zh-trad,黏著
storm-drain,jp-kana,よびみず
storm-drain,jp-kanji,よびみず
storm-drain,en,Storm Drain
storm-drain,fr,Lavabo
storm-drain,it,Acquascolo
storm-drain,de,Sturmsog
storm-drain,es,Colector
storm-drain,ko,마중물
storm-drain,zh-simp,引水
storm-drain,zh-trad,引水
strong-jaw,jp-kana,がんじょうあご
strong-jaw,jp-kanji,がんじょうあご
strong-jaw,en,Strong Jaw
strong-jaw,fr,Prognathe
strong-jaw,it,Ferromascella
strong-jaw,de,Titankiefer
strong-jaw,es,Mandíbula Fuerte
strong-jaw,ko,옹골찬턱
strong-jaw,zh-simp,强壮之颚
strong-jaw,zh-trad,強壯之顎
sturdy,jp-kana,がんじょう
sturdy,jp-kanji,がんじょう
sturdy,en,Sturdy
sturdy,fr,Fermeté
sturdy,it,Vigore
sturdy,de,Robustheit
sturdy,es,Robustez
sturdy,ko,옹골참
sturdy,zh-simp,结实
sturdy,zh-trad,結實
suction-cups,jp-kana,きゅうばん
suction-cups,jp-kanji,きゅうばん
suction-cups,en,Suction Cups
suction-cups,fr,Ventouse
suction-cups,it,Ventose
suction-cups,de,Saugnapf
suction-cups,es,Ventosas
suction-cups,ko,흡반
suction-cups,zh-simp,吸盘
suction-cups,zh-trad,吸盤
super-luck,jp-kana,きょううん
super-luck,jp-kanji,きょううん
super-luck,en,Super Luck
super-luck,fr,Chanceux
super-luck,it,Supersorte
super-luck,de,Glückspilz
super-luck,es,Afortunado
super-luck,ko,대운
super-luck,zh-simp,超幸运
super-luck,zh-trad,超幸運
supersweet-syrup,jp-kana,かんろなミツ
supersweet-syrup,jp-kanji,かんろなミツ
supersweet-syrup,en,Supersweet Syrup
supersweet-syrup,fr,Nectar Mielleux
supersweet-syrup,it,Sciroppo Sublime
supersweet-syrup,de,Süßer Nektar
supersweet-syrup,es,Néctar Dulce
supersweet-syrup,ko,감미로운꿀
supersweet-syrup,zh-simp,甘露之蜜
supersweet-syrup,zh-trad,甘露之蜜
supreme-overlord,jp-kana,そうだいしょう
supreme-overlord,jp-kanji,そうだいしょう
supreme-overlord,en,Supreme Overlord
supreme-overlord,fr,Général Suprême
supreme-overlord,it,Generale Supremo
supreme-overlord,de,Feldherr
supreme-overlord,es,General Supremo
supreme-overlord,ko,총대장
